lineout,27.17,27.24
scrum,30.42,30.55
lineout,33.09,33.15
scrum,36.4,36.53
lineout,39.18,39.23
lineout,41.51,41.57
scrum,45.08,45.2
lineout,46.17,46.2
scrum,47.44,48.01
lineout,49.15,49.2
scrum,52.43,52.55
scrum,57.18,57.37
lineout,58.2,58.23
scrum,1.01.39,1.01.49
scrum,1.04.22,1.04.35
lineout,1.05.50,1.05.55
lineout,1.07.08,1.07.14
lineout,1.08.01,1.08.09
lineout,1.09.20,1.09.25
lineout,1.21.22,1.21.28
scrum,1.25.28,1.26.00
scrum,1.28.19,1.28.34
lineout,1.29.33,1.29.37
scrum,1.30.29,1.30.41
lineout,1.34.01,1.34.08
lineout,1.35.14,1.35.22
lineout,1.40.50,1.40.54
lineout,1.44.41,1.44.46
scrum,1.47.50,1.47.56
scrum,1.53.45,1.54.00
lineout,1.58.09,1.58.14
scrum,1.59.40,1.59.56
lineout,2.00.46,2.00.53
lineout,2.02.39,2.02.43
scrum,2.03.20,2.03.37
ruck ,27.29,27.32
ruck ,27.35,27.39
ruck ,27.42,27.46
ruck ,27.52,27.56
ruck ,29.57,30.0
ruck ,30.58,31.02
ruck ,31.05,31.12
ruck ,31.16,31.23
ruck ,35.26,35.3
ruck ,35.39,35.42
ruck ,35.46,35.53
ruck ,37.08,37.09
ruck ,37.14,37.17
ruck ,37.23,37.26
ruck ,37.31,37.34
ruck ,37.38,37.42
ruck ,37.46,37.54
ruck ,38.11,38.14
ruck ,39.35,39.4
ruck ,39.58,40.02
ruck ,40.05,40.14
ruck ,40.19,40.23
ruck ,40.26,40.29
ruck ,40.35,40.4
ruck ,42.05,42.08
