lineout,20.51,20.58
scrum,26.48,26.56
scrum,31.1,31.21
scrum,40.09,40.2
lineout,41.33,41.4
scrum,46.46,47.01
lineout,49.5,49.57
scrum,53.02,53.12
scrum,55.32,55.43
scrum,59.28,59.36
scrum,1.01.42,1.01.47
lineout,1.14.15,1.14.17
lineout,1.21.56,1.22.01
scrum,1.24.04,1.24.15
scrum,1.25.55,1.26.02
scrum,1.27.41,1.27.51
scrum,1.29.41,1.29.47
scrum,1.31.03,1.31.08
scrum,1.33.21,1.33.3
scrum,1.35.26,1.35.35
scrum,1.41.55,1.42.09
lineout,1.48.54,1.48.58
lineout,1.50.16,1.50.2
lineout,1.51.43,1.51.45
lineout,1.53.15,1.53.22
lineout,1.55.58,1.56.02
scrum,1.57.08,1.57.18
,,
ruck,19.14,19.2
ruck,19.25,19.27
ruck,19.35,19.38
ruck,19.43,19.46
ruck,19.49,19.53
ruck,19.54,19.59
ruck,20.02,20.06
ruck,21.53,21.57
ruck,22.02,22.05
ruck,23.5,23.54
ruck,23.59,24.03
ruck,24.22,24.26
ruck,24.35,24.4
ruck,24.45,24.49
ruck,24.53,24.58
ruck,25.01,25.04
ruck,25.07,25.11
ruck,27.23,27.28
ruck,27.29,27.33
ruck,29.01,29.11
ruck,29.16,29.2
ruck,29.27,29.3
ruck,29.33,29.38
ruck,29.43,29.48
ruck,29.51,29.56
