scrum,25.15,25.24
lineout,26.23,26.27
scrum,28.08,28.23
scrum,32.37,37.45
lineout,39.26,37.34
scrum,40.56,41.07
lineout,43.25,43.33
scrum,45.2,45.31
lineout,52.28,52.32
scrum,53.59,54.12
scrum,56.03,56.13
scrum,58.28,58.35
lineout,59.4,59.45
lineout,1.14.05,1.14.09
lineout,1.15.01,1.15.05
scrum,1.17.09,1.17.18
lineout,1.18.00,1.18.04
lineout,1.20.34,1.20.39
scrum,1.23.36,1.23.47
scrum,1.29.20,1.29.34
scrum,1.30.43,1.30.53
lineout,1.32.43,1.32.47
scrum,1.33.52,1.34.05
lineout,1.35.11,1.35.15
lineout,1.36.10,1.36.14
scrum,1.37.55,1.38.06
scrum,1.40.00,1.40.07
scrum,1.45.25,1.45.30
lineout,1.46.22,1.46.27
lineout,1.50.17,1.50.21
lineout,1.53.05,1.53.07
scrum,1.54.07,1.54.14
ruck ,21.0,21.06
ruck ,21.16,21.2
ruck ,21.26,21.29
ruck ,23.31,23.34
ruck ,23.37,23.4
ruck ,23.49,23.51
ruck ,23.54,23.57
ruck ,24.04,24.07
ruck ,24.1,24.13
ruck ,24.16,24.2
ruck ,26.53,26.55
ruck ,27.0,27.04
ruck ,30.25,30.31
ruck ,30.37,30.4
ruck ,30.57,31.01
ruck ,31.08,31.13
ruck ,31.17,31.21
ruck ,31.23,31.27
ruck ,34.0,34.03
ruck ,34.07,34.11
ruck ,34.18,34.23
ruck ,35.0,35.05
ruck ,35.07,35.12
ruck ,35.2,35.27
ruck ,35.31,35.35
