lineout,28.36,28.42
ruck ,28.48,28.49
ruck ,28.53,28.55
ruck ,28.59,29.01
ruck ,29.07,29.09
ruck ,29.13,29.15
ruck ,29.21,29.24
lineout,32.03,32.08
ruck ,32.14,32.16
ruck ,32.25,32.27
ruck ,32.34,32.36
scrum,33.26,33.32
ruck ,33.38,33.41
scrum,34.09,34.06
ruck ,34.14,34.15
ruck ,34.29,34.31
ruck ,34.36,34.37
ruck ,39.43,39.44
ruck ,39.48,39.5
scrum,37.38,37.46
ruck ,37.59,38.01
ruck ,38.09,38.11
ruck ,38.15,38.19
lineout,39.03,39.39
ruck ,40.13,40.17
ruck ,40.22,40.28
lineout,41.44,41.53
ruck ,41.56,42.01
ruck ,42.03,42.07
scrum,42.55,42.57
ruck ,43.03,43.05
ruck ,43.22,43.24
lineout,44.21,44.23
ruck ,44.37,44.4
ruck ,44.54,44.55
ruck ,45.01,45.08
scrum,46.56,47.06
ruck ,47.16,47.19
ruck ,47.22,47.23
lineout,49.59,50.05
lineout,51.25,51.29
ruck ,51.28,51.3
ruck ,51.43,51.45
ruck ,51.51,51.52
ruck ,51.55,51.59
scrum,54.39,54.46
lineout,55.26,55.29
ruck ,56.09,56.11
ruck ,56.16,56.18
scrum,56.51,56.58
ruck ,1.00.09,1.00.11
ruck ,1.00.25,1.00.26
ruck ,1.00.30,1.00.33
ruck ,1.00.4,1.00.42
ruck ,1.00.47,1.00.52
ruck ,1.01.05,1.01.07
ruck ,1.01.22,1.01.27
scrum,1.02.34,1.02.42
ruck ,1.03.07,1.03.08
ruck ,1.04.01,1.04.04
ruck ,1.06.5,1.06.51
ruck ,1.07.01,1.07.11
ruck ,1.09.31,1.09.32
ruck ,1.09.41,1.09.43
ruck ,1.09.52,1.09.59
ruck ,1.10.01,1.10.02
ruck ,1.10.12,1.10.19
ruck ,1.10.35,1.10.38
ruck ,1.10.52,1.10.55
ruck ,1.11.01,1.11.02
ruck ,1.11.1,1.11.14
ruck ,1.11.18,1.11.23
scrum,1.23.15,1.23.20
ruck ,1.23.29,1.23.33
ruck ,1.23.47,1.23.50
ruck ,1.26.38,1.26.39
lineout,1.27.35,1.27.39
scrum,1.29.02,1.29.07
ruck ,1.29.22,1.29.23
lineout,1.33.13,1.33.16
ruck ,1.33.26,1.33.28
lineout,1.39.19,1.39.24
ruck ,1.39.31,1.34.32
ruck ,1.34.35,1.34.37
scrum,1.36.33,1.36.56
ruck ,1.36.54,1.36.59
lineout,1.38.23,1.38.26
ruck ,1.38.32,1.38.39
ruck ,1.38.49,1.38.51
ruck ,1.38.58,1.38.59
lineout,1.40.34,1.40.05
scrum,1.41.42,1.41.45
ruck ,1.41.51,1.41.55
ruck ,1.42.05,1.42.08
ruck ,1.42.29,1.42.31
ruck ,1.42.46,1.42.50
ruck ,1.42.56,1.42.59
lineout,1.45.13,1.45.16
scrum,1.46.45,1.46.54
ruck ,1.46.57,1.47.02
lineout,1.47.39,1.47.42
scrum,1.49.17,1.49.28
ruck ,1.49.31,1.49.32
lineout,1.50.17,1.50.20
ruck ,1.50.27,1.50.29
lineout,1.52.21,1.52.29
ruck ,1.52.35,1.52.37
ruck ,1.52.49,1.52.51
ruck ,1.52.59,1.53.00
ruck ,1.53.11,1.53.17
lineout,1.54.19,1.54.22
scrum,1.56.02,1.56.13
scrum,1.56.58,1.57.06
scrum,1.58.39,1.58.47
ruck ,1.58.59,1.58.56
ruck ,1.59.04,1.59.06
ruck ,1.59.12,1.59.13
ruck ,1.59.26,1.59.29
ruck ,1.59.46,1.59.48
ruck ,2.02.16,2.02.18
ruck ,2.02.51,2.02.56
ruck ,2.03.18,2.03.21
ruck ,2.06.36,2.03.21
ruck ,2.06.36,2.06.43
ruck ,2.06.46,2.06.48
scrum,2.08.14,2.08.22
ruck ,2.08.28,2.08.31
scrum,2.09.33,2.09.38
scrum,2.10.06,2.10.11
scrum,2.12.35,2.12.43
ruck ,2.12.50,2.12.52
ruck ,2.13.0,2.13.09
