lineout,31.01,31.05
lineout,34.01,34.11
lineout,35.3,35.37
lineout,36.13,36.2
lineout,38.03,38.08
scrum,39.17,39.29
scrum,40.29,40.4
lineout,41.49,41.54
lineout,43.27,43.32
scrum,44.45,44.54
lineout,47.13,47.2
lineout,48.16,48.2
lineout,49.44,49.45
lineout,54.29,54.34
scrum,56.32,56.49
scrum,59.22,59.3
lineout,1.00.31,1.00.39
lineout,1.01.44,1.01.47
lineout,1.03.41,1.03.45
scrum,1.07.37,1.07.44
lineout,1.11.03,1.11.07
scrum,1.12.33,1.12.43
school ,1.25.25,1.25.35
scrum,1.28.45,1.28.55
scrum,1.30.23,1.30.32
lineout,1.31.53,1.31.58
scrum,1.34.59,1.35.07
scrum,1.38.01,1.38.08
scrum,1.39.05,1.39.13
lineout,1.39.58,1.40.09
lineout,1.42.19,1.42.26
lineout,1.43.18,1.43.24
scrum,1.46.18,1.46.17
lineout,1.47.11,1.47.15
lineout,1.49.29,1.49.36
scrum,1.50.55,1.51.04
lineout,1.52.19,1.52.23
lineout,1.56.31,1.56.43
scrum,2.01.57,2.02.03
lineout,2.03.21,2.03.27
lineout,2.07.59,2.08.07
lineout,2.09.21,2.09.33
ruck,29.36,29.39
ruck,29.51,29.53
ruck,31.2,31.23
ruck,31.26,31.28
ruck,34.14,34.18
ruck,34.28,34.29
ruck,36.44,36.45
ruck,42.09,42.11
ruck,42.16,42.2
ruck,43.41,43.5
ruck,45.02,45.04
ruck,45.14,45.16
ruck,45.21,45.26
ruck,45.28,45.33
ruck,45.42,45.48
ruck,45.51,45.53
ruck,45.57,45.59
ruck,46.01,46.09
ruck,47.27,47.29
ruck,48.44,48.47
