kick,22.34,22.36
kick,22.58,23.0
kick,23.49,23.51
scrum,24.42,24.48
kick,24.49,24.51
lineout,25.33,25.35
scrum,26.45,26.47
kick,28.32,28.35
kick,29.13,29.15
kick,29.19,29.21
lineout,30.31,30.33
scrum,32.53,32.59
kick,33.32,33.33
lineout,34.47,34.5
kick,34.51,34.52
kick,36.12,36.14
kick,36.19,36.21
lineout,37.26,37.29
kick,38.23,38.25
kick,39.1,39.11
lineout,39.41,39.43
kick,42.16,42.18
lineout,42.38,42.39
kick,44.05,44.07
kick,44.5,44.52
kick,45.07,45.09
kick,45.37,45.39
lineout,46.16,46.19
lineout,48.02,48.03
lineout,49.02,49.05
kick,49.49,49.53
lineout,50.22,50.23
kick,50.32,50.34
scrum,51.26,51.4
kick,52.32,52.33
lineout,53.01,53.05
kick,54.07,54.09
lineout,54.36,54.4
kick,55.05,55.06
kick,55.54,55.56
lineout,56.18,56.2
kick,57.21,57.22
lineout,57.57,57.58
kick,58.09,58.1
lineout,58.47,58.49
kick,1.01.18,1.01.20
kick,1.01.54,1.01.56
kick,1.02.01,1.02.03
kick,1.10.06,1.10.08
lineout,1.10.42,1.10.44
scrum,1.12.08,1.12.16
kick,1.14.03,1.14.04
kick,1.15.59,1.16.01
kick,1.16.53,1.16.55
scrum,1.17.57,1.18.01
kick,1.18.02,1.18.03
lineout,1.18.35,1.18.36
scrum,1.20.01,1.20.06
kick,1.20.14,1.20.16
scrum,1.21.46,1.21.50
kick,1.22.36,1.22.38
lineout,1.23.13,1.23.18
lineout,1.23.59,1.24.02
scrum,1.25.26,1.25.30
scrum,1.26.29,1.26.32
kick,1.26.47,1.26.49
kick,1.27.07,1.27.08
lineout,1.27.54,1.27.58
kick,1.27.59,1.28.01
lineout,1.28.35,1.28.39
kick,1.29.28,1.29.3
lineout,1.30.38,1.30.41
scrum,1.32.11,1.32.15
kick,1.33.59,1.34.01
lineout,1.35.04,1.35.05
kick,1.37.04,1.37.06
kick,1.37.29,1.37.31
lineout,1.38.28,1.38.32
kick,1.38.46,1.38.47
scrum,1.40.05,1.40.1
kick,1.40.3,1.40.32
lineout,1.41.13,1.41.16
scrum,1.41.55,1.41.59
kick,1.42.01,1.42..2
lineout,1.43.1,1.43.13
kick,1.46.05,1.46.07
lineout,1.46.32.,1.46.34
scrum,1.47.48,1.47.51
kick,1.47.53,1.47.54
scrum,1.49.02,1.49.06
kick,1.50.05,1.50.07
kick,1.50.28,1.50.29
kick,1.50.33,1.50.34
kick,1.50.54,1.50.55
lineout,1.51.46,1.51.47
kick,1.52.04,1.52.05
lineout,1.53.16,1.53.18
kick,1.53.37,1.53.38
lineout,1.54.36,1.54.37
scrum,1.55.3,1.55.34
kick,1.56.43,1.56.47
ruck,22. 44,22.49
ruck,22.56,22.59
ruck,23.1,23.12
ruck,23.29,23.3
ruck,23.37,23.4
ruck,23.45,23.49
ruck,26.55,26.57
ruck,27.07,27.08
ruck,27.17,27.19
ruck,27.21,27.29
ruck,27.34,27.35
ruck,30.44,30.5
ruck,30.5,30.51
ruck,30.55,30.56
ruck,31.07,31.09
ruck,31.16,31.19
ruck,33.41,33.44
ruck,33.5,33.51
ruck,33.57,34.05
ruck,35.06,35.07
ruck,36.29,36.33
ruck,37.48,37.5
ruck,37.54,38.01
ruck,38.04,38.07
ruck,38.17,38.22
