lineout,0.39,0.43
scrum,1.56,2.1
kick,3.05,3.07
kick,5.04,5.05
scrum,5.23,5.3
lineout,6.24,6.32
scrum,7.07,7.2
scrum,7.55,8.02
kick,8.05,8.07
scrum,9.25,9.37
scrum,10.07,10.2
kick,10.3,10.31
lineout,12.45,12.51
kick,13.46,13.47
scrum,14.13,14.22
scrum,15.49,15.57
lineout,16.13,16.18
lineout,18.12,18.17
scrum,19.3,19.41
lineout,20.51,20.59
kick,22.26,22.27
scrum,23.12,23.21
kick,24.42,24.43
lineout,24.54,24.58
scrum,26.15,26.23
scrum,26.32,26.38
lineout,27.58,28.02
lineout,28.36,28.44
scrum,32.31,32.38
scrum,33.31,33.41
scrum,33.57,34.01
scrum,34.03,35.11
scrum,38.03,38.08
lineout,38.43,38.49
lineout,42.48,42.51
kick,44.17,44.27
lineout,46.4,47.01
lineout,47.29,47.32
scrum,51.03,51.15
lineout,53.52,53.56
kick,56.25,56.26
kick,57.42,57.45
lineout,58.06,58.22
scrum,1.01.53, 1.02.05
kick,1.03.04,1.03.23
lineout,1.04.26,1.04.32
lineout,1.06.31,1.06.39
lineout,1.06.54,1.06.56
kick,1.07.50,1.08.02
kick,0.0,0.0
scrum,0.0,0.0
kick,0.0,0.0
lineout,0.0,0.0
lineout,0.0,0.0
lineout,0.0,0.0
