kick,17.2,17.3
lineout,17.56,18.0
kick,18.55,18.56
lineout,19.49,19.52
scrum,21.23,21.26
scrum,22.38,22.42
lineout,24.38,24.39
scrum,26.24,26.27
kick,27.41,27.42
kick,27.47,27.48
lineout,28.32,28.34
kick,28.58,28.59
lineout,29.36,29.4
kick,31.53,31.54
lineout,32.41,32.43
scrum,34.34,34.38
kick,34.57,34.58
kick,35.06,35.07
lineout,35.51,35.54
kick,36.51,36.52
lineout,37.59,38.02
scrum,41.59,42.01
scrum,46.11,46.18
kick,46.4,46.41
kick,50.34,50.35
lineout,51.05,51.07
scrum,55.57,56.02
lineout,58.36,58.37
kick,59.4,59.41
scrum,1.12.02,1.12.05
kick,1.12.25,1.12.26
lineout,1.13.22,1.13.24
kick,1.13.39,1.13.4
lineout,1.14.37,1.14.39
scrum,1.16.22,1.16.28
scrum,1.21.32,1.21.34
kick,1.24.46,1.24.47
lineout,1.25.25,1.25.28
lineout,1.27.24,1.27.28
kick,1.27.33,1.27.34
lineout,1.28.38,1.28.40
kick,1.29.14,1.29.15
scrum,1.31.11,1.31.14
kick,1.34.33,1.34.34
lineout,1.35.52,1.35.53
scrum,1.37.38,1.37.41
kick,1.37.55,1.37.56
kick,1.39.30,1.39.31
lineout,1.40.23,1.40.28
lineout,1.41.27,1.41.28
scrum,1.42.37,1.42.43
scrum,1.43.42,1.43.55
kick,1.46.30,1.46.31
kick,1.46.57,1.46.58
lineout,1.47.44,1.47.47
kick,1.48.06,1.46.07
scrum,1.51.15,1.51.17
scrum,1.54.42,1.54.45
kick,1.55.48,1.55.49
scrum,1.56.45,1.56.46
ruck ,17.1,17.16
ruck ,18.37,18.39
ruck ,18.42,18.45
ruck ,18.5,18.55
ruck ,21.29,21.37
ruck ,21.39,21.42
ruck ,22.47,22.54
ruck ,22.59,23.01
ruck ,23.04,23.07
ruck ,23.09,23.15
ruck ,27.34,27.37
ruck ,27.4,27.42
ruck ,28.42,28.5
ruck ,28.54,28.57
ruck ,32.54,32.58
ruck ,34.52,34.55
ruck ,36.5,36.52
ruck ,38.1,38.13
ruck ,38.22,38.29
ruck ,38.3,38.33
ruck ,42.03,42.09
ruck ,42.14,42.17
ruck ,42.21,42.25
ruck ,42.3,42.38
ruck ,42.45,42.49
