lineout,30.02,30.07
lineout,35.08,35.13
scrum,36.16,36.26
scrum,39.34,39.42
lineout,40.38,40.41
lineout,42.05,42.1
lineout,43.31,43.35
lineout,46.45,46.51
scrum,49.51,50.02
lineout,51.03,51.1
scrum,51.46,51.57
lineout,53.19,53.22
lineout,59.32,59.37
scrum,1.00.43,1.00.53
lineout,1.01.56,1.02.02
scrum,1.03.30,1.03.38
lineout,1.05.37,1.05.48
scrum,1.19.23,1.19.31
lineout,1.21.27,1.21.35
lineout,1.22.57,1.23.11
scrum,1.26.58,1.27.12
lineout,1.28.28,1.28.36
lineout,1.29.44,1.29.58
scrum,1.32.24,1.32.4
lineout,1.33.23,1.33.42
scrum,1.35.58,1.36.04
scrum,1.40.08,1.40.14
lineout,1.41.58,1.42.15
scrum,1.43.57,1.44.10
lineout,1.48.03,1.48.16
lineout,1.58.27,1.58.32
lineout,1.59.31,1.58.39
lineout,2.02.02,2.02.36
lineout,2.04.12,2.04.20
scrum,2.04.59,2.05.06
scrum,2..06.38,2.06.48
lineout,2.07.43,2.08.03
ruck ,25.56,26.01
ruck ,26.06,26.09
ruck ,28.21,28.24
ruck ,28.43,28.44
ruck ,28.49,28.51
ruck ,29.03,29.06
ruck ,30.14,30.16
ruck ,30.28,30.3
ruck ,30.38,30.45
ruck ,31.05,31.06
ruck ,33.42,33.44
ruck ,33.48,33.49
ruck ,36.43,36.45
ruck ,36.52,36.55
ruck ,37.01,37.04
ruck ,39.47,39.49
ruck ,40.58,41.0
ruck ,41.07,41.1
ruck ,42.32,42.34
ruck ,46.03,46.12
