ruck,27.56,28.02
ruck,28.18,28.22
ruck,28.26,28.32
ruck,28.38,28.48
ruck,28.51,28.55
ruck,28.55,29.08
ruck,29.1,29.14
ruck,29.19,29.24
ruck,31.26,31.3
ruck,31.33,31.38
ruck,31.41,31.57
ruck,32.09,32.15
ruck,33.21,33.26
ruck,35.44,35.5
ruck,35.54,35.57
ruck,36.0,36.04
ruck,38.34,38.38
ruck,38.4,38.43
ruck,38.47,38.49
ruck,38.55,38.59
lineout,27.44,27.48
scrum,33.06,33.14
lineout,34.23,34.28
lineout,35.34,35.35
lineout,41.02,41.04
lineout,51.13,51.16
scrum,52.07,52.13
lineout,58.09,58.11
lineout,1.01.34,1.01.41
scrum,1.02.27,1.02.34
lineout,1.04.51,1.04.54
lineout,1.07.56,1.08.00
scrum,1.09.54,1.10.01
scrum,1.11.24,1.11.27
scrum,1.29.08,1.29.12
lineout,1.30.04,1.30.07
lineout,1.33.08,1.33.14
scrum,1.34.23,1.34.30
lineout,1.36.01,1.36.03
lineout,1.37.13,1.37.17
lineout,1.42.45,1.42.47
scrum,1.46.54,1.47.00
lineout,1.49.45,1.49.47
lineout,1.51.22,1.51.26
scrum,1.52.21,1.52.30
scrum,1.53.15,1.53.55
scrum,1.56.15,1.56.21
scrum,1.57.57,1.58.05
lineout,2.03.30,2.03.32
scrum,2.04.21,2.04.27
lineout,2.07.05,2.07.06
lineout,2.08.19,2.08.21
