lineout,31.45,31.47
lineout,33.29,33.31
scrum,34.52,35.11
lineout,37.04,37.09
scrum,38.09,38.15
scrum,39.53,40.01
scrum,48.47,48.57
lineout,57.09,57.12
lineout,1.04.44,1.04.47
scrum,1.08.10,1.08.18
scrum,1.11.29,1.11.38
lineout,1.13.00,1.13.03
scrum,1.29.37,1.29.50
lineout,1.31.05,1.31.09
lineout,1.34.36,1.34.39
lineout,1.38.39,1.38.42
scrum,1.39.52,1.40.00
lineout,1.41.22,1.41.24
scrum,1.47.27,1.44.34
scrum,1.49.40,1.49.48
scrum,1.50.43,1.50.52
lineout,1.54.05,1.54.09
lineout,2.00.16,2.00.20
scrum,2.03.27,2.03.33
lineout,2.04.53,2.04.58
scrum,2.06.04,2.06.09
scrum,2.08.10,2.08.16
ruck ,30.02,30.06
ruck ,30.1,30.13
ruck ,30.17,30.21
ruck ,30.27,30.29
ruck ,30.35,30.37
ruck ,31.55,31.57
ruck ,32.06,32.08
ruck ,33.51,33.55
ruck ,34.06,34.12
ruck ,35.17,35.2
ruck ,35.25,35.27
ruck ,35.34,35.36
ruck ,35.41,35.43
ruck ,35.47,35.51
ruck ,38.22,38.25
ruck ,38.27,38.34
ruck ,38.38,38.4
ruck ,40.06,40.11
ruck ,40.16,40.18
ruck ,52.51,52.56
ruck ,52.58,53.0
