lineout,19.48,19.52
scrum,21.28,21.42
scrum,22.26,22.37
scrum,23.22,23.31
scrum,25.47,26.05
scrum,28.51,29.0
lineout,33.24,33.3
lineout,36.54,37.01
lineout,38.16,38.24
lineout,40.12,40.15
lineout,41.46,41.5
scrum,43.26,43.36
lineout,44.09,44.15
scrum,44.47,44.56
scrum,45.5,46.06
lineout,50.42,50.47
scrum,51.22,51.33
lineout,54.22,54.26
scrum,55.39,55.43
lineout,56.4,56.45
lineout,57.3,57.34
lineout,1.09.58,1.10.02
lineout,1.11.39,1.11.43
lineout,1.12.52,1.12.59
scrum,1.15.26,1.15.43
lineout,1.17.32,1.17.37
lineout,1.19.34,1.19.40
scrum,1.22.36,1.22.54
lineout,1.25.32,1.25.37
lineout,1.26.48,1.26.55
lineout,1.28.26,1.28.3
lineout,1.31.14,1.31.18
scrum,1.33.55,1.34.08
scrum,1.40.19,1.40.30
lineout,1.41.10,1.41.13
lineout,1.42.52,1.42.56
scrum,1.46.47,1.47.01
scrum,1.51.53,1.52.05
,,
ruck,18.28,18.31
ruck,18.35,18.39
ruck,18.5,18.57
ruck,19.02,19.06
ruck,19.57,20.01
ruck,20.03,20.06
ruck,20.19,20.22
ruck,20.24,20.29
ruck,23.35,23.43
ruck,23.51,23.55
ruck,24.06,24.09
ruck,24.13,24.16
ruck,29.04,29.08
ruck,29.16,29.2
ruck,29.24,29.28
ruck,29.44,29.53
ruck,29.56,30.04
ruck,30.09,30.12
ruck,35.46,35.49
ruck,35.59,36.05
ruck,38.32,38.41
ruck,39.43,39.48
ruck,38.54,38.56
ruck,39.11,39.17
ruck,40.19,40.23
