lineout,28.02,28.07
scrum,31.19,31.27
lineout,32.24,32.3
scrum,33.09,33.16
lineout,34.08,34.16
lineout,37.2,37.24
lineout,40.53,40.57
scrum,42.01,42.15
scrum,43.24,43.3
scrum,45.3,45.34
lineout,47.01,47.07
scrum,51.34,51.5
scrum,53.47,53.51
scrum,1.02.58,1.03.04
lineout,1.17.46,1.17.55
lineout,1.21.05,1.21.08
scrum,1.24.37,1.24.44
scrum,1.27.13,1.27.18
scrum,1.28.57,1.29.07
lineout,1.31.37,1.31.48
scrum,1.37.38,1.37.46
lineout,1.40.25,1.40.31
lineout,1.45.32,1.45.39
scrum,1.48.16,1.48.22
lineout,1.49.5,1.49.55
lineout,1.51.11,1.51.16
scrum,1.52.08,1.52.15
scrum,2.01.59,2.02.05
scrum,2.05.4,2.05.56
lineout,2.09.18,2.09.27
scrum,2.10.12,2.10.27
ruck,24.11,24.18
ruck,24.2,24.24
ruck,24.27,24.3
ruck,24.37,24.46
ruck,24.5,24.54
ruck,25.01,25.09
ruck,25.12,25.17
ruck,25.2,25.24
ruck,25.28,25.3
ruck,25.36,25.39
ruck,26.03,26.1
ruck,26.14,26.16
ruck,26.26,26.3
ruck,26.35,26.39
ruck,26.45,26.55
ruck,28.18,28.24
ruck,28.27,28.3
ruck,28.33,28.39
ruck,34.2,34.25
ruck,34.32,34.41
ruck ,34.43,34.48
ruck,34.51,35.01
ruck,35.06,35.09
ruck,37.38,37.41
ruck,38.06,38.09
