lineout,21.03,21.05
lineout,24.43,24.45
lineout,26.0,26.02
scrum,31.47,31.58
lineout,37.28,37.3
scrum,38.55,39.0
lineout,42.35,42.37
scrum,46.05,46.14
scrum,52.45,52.51
lineout,55.31,55.33
scrum,58.09,58.14
scrum,1.00.28,1.00.32
lineout,1.01.45,1.01.49
scrum,1.02.42,1.02.49
lineout,1.12.32,1.12.35
lineout,1.13.30,1.13.32
scrum,1.16.54,1.17.02
scrum,1.17.57,1.17.59
scrum,1.21.09,1.21.16
scrum,1.23.37,1.23.43
lineout,1.28.48,1.28.50
lineout,1.31.19,1.31.21
lineout,1.32.40,1.32.43
lineout,1.33.53,1.33.55
scrum,1.34.58,1.35.14
lineout,1.36.45,1.36.47
scrum,1.43.03,1.43.09
lineout,1.45.46,1.45.48
scrum,1.52.57,1.53.01
scrum,1.53.57,1.54.05
scrum,1.54.49,1.54.53
lineout,1.56.15,1.56.17
scrum,1.57.54,1.58.01
ruck ,19.17,19.19
ruck,19.28,19.31
ruck,19.37,19.4
ruck,19.45,19.49
ruck,19.52,19.55
ruck,20.04,20.08
ruck,20.1,20.14
ruck,21.22,21.28
ruck,21.34,21.36
ruck,21.42,21.47
ruck,21.51,21.53
ruck,22.48,22.52
ruck,22.54,22.56
ruck,22.59,23.02
ruck,24.51,24.55
ruck,26.39,26.45
ruck ,26.57,27.11
ruck,28.13,28.28
ruck,33.49,33.57
ruck,34.0,34.07
ruck ,34.14,34.19
ruck,34.24,34.27
ruck ,36.21,36.25
ruck,36.31,36.34
ruck,37.36,37.4
