scrum,29.07,29.11
ruck ,29.17,29.21
ruck ,29.24,29.25
ruck ,29.29,29.31
ruck ,29.36,29.38
ruck ,29.48,29.51
ruck ,29.55,29.57
ruck ,30.02,30.08
ruck ,30.12,30.15
ruck ,30.22,30.23
ruck ,30.31,30.36
ruck ,30.46,30.49
ruck ,31.03,31.09
ruck ,33.06,33.09
ruck ,33.22,33.26
ruck ,33.32,33.35
ruck ,33.46,33.47
ruck ,33.5,33.56
ruck ,34.12,34.15
lineout,35.18,35.22
ruck ,35.42,35.43
ruck ,36.09,36.12
ruck ,36.28,26.31
lineout,41.12,41.21
lineout,42.43,42.46
ruck ,42.58,42.59
ruck ,43.02,43.21
scrum,44.17,44.21
ruck ,44.28,44.33
ruck ,44.37,44.38
lineout,45.45,45.47
ruck ,45.53,45.54
ruck ,48.55,48.56
ruck ,49.12,49.16
scrum,52.52,53.01
ruck ,53.26,53.28
lineout,59.21,59.27
scrum,1.00.29,1.00.28
ruck ,1.00.32,1.00.33
ruck ,1.00.44,1.00.47
lineout,1.01.39,1.01.43
ruck ,1.02.07,1.02.11
ruck ,1.02.23,1.02.26
scrum,1.04.15,1.04.21
ruck ,1.04.36,1.04.37
ruck ,1.04.42,1.04.48
scrum,1.06.53,1.07.04
lineout,1.08.08,1.08.12
ruck ,1.08.20,1.08.21
ruck ,1.08.29,1.08.32
ruck ,1.08.37,1.08.40
ruck ,1.08.45,1.08.46
ruck ,1.08.53,1.08.54
ruck ,1.09.00,1.09.02
ruck ,1.09.13,1.09.14
ruck ,1.09.23,1.09.24
ruck ,1.21.04,1.21.05
ruck ,1.21.15,1.21.16
ruck ,1.21.36,1.21.38
ruck ,1.21.43,1.21.44
ruck ,1.21.59,1.22.01
ruck ,1.22.11,1.22.12
ruck ,1.22.21,1.22.23
ruck ,1.22.32,1.22.33
ruck ,1.24.53,1.24.55
ruck ,1.24.59,1.25.01
scrum,1.27.01,1.27.05
lineout,1.30.51,1.30.53
ruck ,1.31.16,1.31.18
ruck ,1.31.22,1.31.24
lineout,1.32.18,1.32.24
ruck ,1.32.27,1.32.28
ruck ,1.32.47,1.32.50
ruck ,1.32.57,1.33.00
ruck ,1.34.58,1.35.05
scrum,1.34.58,1.35.07
ruck ,1.35.47,1.35.48
ruck ,1.35.53,1.35.56
scrum,1.36.59,1.37.10
ruck ,1.38.46,1.38.55
lineout,1.39.56,1.39.59
ruck ,1.40.11,1.40.12
ruck ,1.41.59,1.42.00
ruck ,1.42.05,1.42.07
ruck ,1.42.11,1.42.14
lineout,1.43.39,1.43.47
ruck ,1.43.52,1.43.58
lineout,1.44.47,1.45.14
ruck ,1.45.22,1.45.27
lineout,1.46.01,1.46.07
ruck ,1.46.21,1.46.27
scrum,1.49.21,1.49.23
lineout,1.50.43,1.50.48
ruck ,1.50.56,1.50.58
lineout,1.52.19,1.52.25
ruck ,1.52.56,1.52.58
scrum,1.56.28,1.56.31
ruck ,1.57.17,1.57.18
ruck ,1.57.22,1.57.27
ruck ,1.57.33,1.57.34
ruck ,1.57.40,1.57.43
ruck ,1.57.54,1.57.55
ruck ,1.58.11,1.58.13
ruck ,1.58.19,1.58.20
ruck ,2.00.28,2.00.30
ruck ,2.00.34,2.00.36
ruck ,2.00.38,2.00.41
ruck ,2.00.46,2.00.48
ruck ,2.00.51,2.00.56
ruck ,2.01.07,2.01.09
ruck ,2.01.12,2.01.16
ruck ,2.01.18,2.01.19
ruck ,2.01.55,2.01.56
