lineout,26.15,26.18
lineout,27.26,27.28
scrum,28.2,28.28
lineout,29.54,29.56
lineout,33.37,33.4
lineout,35.09,35.11
scrum,36.19,36.25
scrum,39.44,39.54
lineout,42.02,42.05
lineout,47.03,47.06
scrum,50.03,50.16
lineout,51.26,51.28
scrum,52.07,52.18
lineout,54.34,54.36
scrum,58.15,58.26
lineout,59.35,59.37
lineout,1.04.44,1.04.47
lineout,1.10.15,1.10.18
lineout,1.12.03,1.12.07
lineout,1.24.04,1.24.07
lineout,1.28.54,1.28.58
scrum,1.35.51,1.35.58
scrum,1.36.26,1.36.32
lineout,1.38.26,1.38.28
lineout,1.41.42,1.41.44
lineout,1.43.09,1.43.12
scrum,1.46.11,1.46.16
lineout,1.49.23,1.49.26
scrum,1.51.58,1.52.14
lineout,1.53.28,1.53.30
scrum,1.59.40,1.59.53
lineout,2.01.13,2.01.16
lineout,2.06.23,2.06.25
lineout,2.07.37,2.07.40
scrum,2.10.04,2.10.20
scrum,2.13.36,2.13.47
ruck,25.27,25.29
ruck,25.32,25.36
ruck,26.25,26.32
ruck,27.37,27.4
ruck,28.4,28.55
ruck,30.33,30.34
ruck,30.4,30.42
ruck,30.46,30.5
ruck,31.27,31.28
ruck,32.46,32.49
ruck,34.0,34.02
ruck,34.04,34.12
ruck,35.3,35.33
ruck,36.33,36.35
ruck,38.49,38.52
ruck,38.56,38.59
ruck,40.18,40.21
ruck,40.25,40.27
ruck,40.33,40.35
ruck,42.29,42.42
ruck,42.48,42.52
ruck,42.55,42.59
ruck,45.14,45.2
ruck,45.26,45.3
ruck,45.38,45.4
