scrum,29.55,29.59
lineout,30.46,30.48
scrum,33.34,33.37
kick,40.31,40.32
kick,40.42,40.43
lineout,42.07,42.1
scrum,43.15,43.18
scrum,45.25,45.27
scrum,48.39,48.42
lineout,49.51,49.53
scrum,52.09,52.12
lineout,55.11,55.13
scrum,56.15,56.17
lineout,58.39,58.41
kick,58.55,58.56
scrum,1.00.14,1.00.17
kick,1.03.48,1.03.49
scrum,1.05.58,1.06.02
lineout,1.07.33,1.07.36
lineout,1.08.58,1.09.00
scrum,1.10.07,1.10.10
lineout,1.11.13,1.11.15
kick,1.11.32,1.11.33
kick,1.12.06,1.12.07
lineout,1.12.53,1.12.54
lineout,1.14.19,1.14.20
kick,1.31.13,1.31.14
lineout,1.32.09,1.32.11
kick,1.35.44,1.35.45
lineout,1.37.08,1.37.09
lineout,1.42.46,1.42.49
kick,1.43.56,1.43.57
lineout,1.44.46,1.44.48
lineout,1.48.40,1.48.43
lineout,1.51.29,1.51.32
lineout,1.55.00,1.55.01
lineout,2.03.04,2.03.07
lineout,2.07.53,2.07.56
lineout,2.09.10,2.09.12
lineout,2.09.55,2.09.57
